gene_id,CAZyme1,CAZyme2,substrate,bacteria,contig_id,gene,depth,Site
k71_7671_21061,GH16_18,NA,NA,Sodalis,k71_7671,21061,310,S2
k71_7671_21070,GH1,NA,NA,Sodalis,k71_7671,21070,270,S2
k71_7671_21087,GH13_39,NA,NA,Sodalis,k71_7671,21087,260,S2
k71_7671_21091,GT3,NA,NA,Sodalis,k71_7671,21091,260,S2
k71_7671_21095,GH5_11,NA,NA,Sodalis,k71_7671,21095,300,S2
k71_77994_33817,GH3,NA,NA,Rosenbergiella,k71_77994,33817,3.5,S2
k71_78587_121,GH28,NA,NA,Burkholderia,k71_78587,121,250,S2
k71_78587_123,GH18,NA,chitin,Burkholderia,k71_78587,123,350,S2
k71_79370_2034,GH76,NA,NA,Sodalis,k71_79370,2034,220,S2
k71_79370_2036,GH188,NA,NA,Sodalis,k71_79370,2036,210,S2
k71_79370_2041,GT4,NA,NA,Sodalis,k71_79370,2041,270,S2
k71_79370_2044,GH37,NA,trehalose,Sodalis,k71_79370,2044,280,S2
k71_82430_8427,GH2,NA,NA,Rosenbergiella,k71_82430,8427,2.2,S2
k71_84073_11703,GT2,NA,NA,Sodalis,k71_84073,11703,230,S2
k71_84928_13510,GT71,NA,NA,Rosenbergiella,k71_84928,13510,1.9,S2
k71_85194_13950,GT4,NA,NA,Rosenbergiella,k71_85194,13950,2,S2
k71_88336_20225,GT15,NA,NA,Sodalis,k71_88336,20225,270,S2
k71_88336_20226,GH5_27,NA,NA,Sodalis,k71_88336,20226,290,S2
k71_88336_20231,GT9,NA,NA,Sodalis,k71_88336,20231,120,S2
k71_88336_20232,GH92,NA,NA,Sodalis,k71_88336,20232,260,S2
k71_88336_20236,CBM43,GH72,NA,Sodalis,k71_88336,20236,300,S2
k71_88336_20242,GH0,NA,NA,Sodalis,k71_88336,20242,360,S2
k71_8904_26169,CBM50,NA,"chitin, peptidoglycan",Rosenbergiella,k71_8904,26169,2,S2
k71_8904_26170,GH13_3,NA,NA,Rosenbergiella,k71_8904,26170,2.6,S2
k71_89759_23412,GT20,NA,NA,Rosenbergiella,k71_89759,23412,2.6,S2
k71_90379_24569,CBM50,NA,"chitin, peptidoglycan",Rosenbergiella,k71_90379,24569,2.5,S2
k71_90838_25271,CE8,NA,NA,Rosenbergiella,k71_90838,25271,3.1,S2
k71_91495_26634,AA11,NA,NA,Rosenbergiella,k71_91495,26634,2.2,S2
k71_93347_29605,GH29,NA,NA,Rosenbergiella,k71_93347,29605,1.2,S2
k71_96273_4406,CBM48,GH13_8,NA,Rosenbergiella,k71_96273,4406,1.5,S2
k71_96515_5400,AA4,NA,NA,Sodalis,k71_96515,5400,280,S2
k71_96515_5401,GH5_18,NA,NA,Sodalis,k71_96515,5401,290,S2
k71_96515_5402,GH85,NA,NA,Sodalis,k71_96515,5402,270,S2
k71_96515_5407,GH135,NA,NA,Sodalis,k71_96515,5407,160,S2
k71_96515_5414,CBM48,GH13_8,NA,Sodalis,k71_96515,5414,260,S2
k71_96515_5424,GH3,NA,NA,Sodalis,k71_96515,5424,230,S2
k71_96515_5425,GT80,NA,NA,Sodalis,k71_96515,5425,250,S2
k71_96515_5426,GH65,NA,NA,Sodalis,k71_96515,5426,260,S2
k71_96515_5432,GH4,NA,NA,Sodalis,k71_96515,5432,250,S2
k71_96515_5442,GH16,NA,NA,Sodalis,k71_96515,5442,250,S2
k71_96518_5626,AA6,NA,NA,Sodalis,k71_96518,5626,220,S2
k71_96518_5636,AA2,NA,NA,Sodalis,k71_96518,5636,280,S2
k71_96518_5638,GH36,NA,NA,Sodalis,k71_96518,5638,230,S2
k71_96518_5643,CE1,NA,NA,Sodalis,k71_96518,5643,190,S2
k71_96518_5648,CBM1,GH5_7,NA,Sodalis,k71_96518,5648,280,S2
k71_96518_5650,CBM2,NA,NA,Sodalis,k71_96518,5650,200,S2
k71_96518_5651,CBM91,GH43_11,NA,Sodalis,k71_96518,5651,240,S2
k71_96518_5652,GH51_1,NA,NA,Sodalis,k71_96518,5652,240,S2
k71_96518_5658,GH125,NA,NA,Sodalis,k71_96518,5658,250,S2
k71_96518_5659,GH2,NA,NA,Sodalis,k71_96518,5659,260,S2
k71_96518_5660,GH20,NA,NA,Sodalis,k71_96518,5660,260,S2
k71_96518_5661,GT59,NA,NA,Sodalis,k71_96518,5661,230,S2
k71_96518_5671,CE1,NA,NA,Sodalis,k71_96518,5671,220,S2
k71_96518_5675,AA9,NA,NA,Sodalis,k71_96518,5675,190,S2
k71_96518_5681,GT1,NA,NA,Sodalis,k71_96518,5681,210,S2
k71_96518_5684,GT2,NA,NA,Sodalis,k71_96518,5684,220,S2
k71_96518_5689,GH20,NA,NA,Sodalis,k71_96518,5689,250,S2
k71_96518_5690,GT4,NA,NA,Sodalis,k71_96518,5690,210,S2
k71_96518_5695,GH18,NA,NA,Sodalis,k71_96518,5695,150,S2
k71_96518_5698,AA1_2,NA,NA,Sodalis,k71_96518,5698,260,S2
k71_96518_5704,GH76,NA,NA,Sodalis,k71_96518,5704,280,S2
k71_96518_5706,GT15,NA,NA,Sodalis,k71_96518,5706,280,S2
k71_96775_6373,CE14,NA,NA,Rosenbergiella,k71_96775,6373,2.1,S2
k71_97724_8048,GH32,NA,NA,Curtobacterium,k71_97724,8048,17,S2
k71_97987_8552,GT4,NA,NA,Rosenbergiella,k71_97987,8552,2.2,S2
k71_99872_12425,CBM32,NA,NA,Sodalis,k71_99872,12425,250,S2
k71_99872_12428,GH24,NA,NA,Sodalis,k71_99872,12428,260,S2
k71_103450_21043,GT2,NA,NA,Brenneria,k71_103450,21043,2.7,S3
k71_103507_21632,GH71,NA,NA,Rosenbergiella,k71_103507,21632,1.8,S3
k71_104045_22842,GT4,NA,NA,Rosenbergiella,k71_104045,22842,1.8,S3
k71_104214_23206,CBM50,NA,NA,Rosenbergiella,k71_104214,23206,3.3,S3
k71_105626_27815,GT1,NA,NA,Rosenbergiella,k71_105626,27815,5.8,S3
k71_106693_30063,GH3,NA,NA,Rosenbergiella,k71_106693,30063,2.8,S3
k71_107499_32566,GH103,NA,NA,Rosenbergiella,k71_107499,32566,4,S3
k71_10754_31342,GH34,NA,NA,Rosenbergiella,k71_10754,31342,5.4,S3
k71_107949_33379,GT60,NA,NA,Rosenbergiella,k71_107949,33379,1.7,S3
k71_111319_3223,GT59,NA,NA,Rosenbergiella,k71_111319,3223,3.6,S3
k71_111946_4329,GH3,NA,NA,Rosenbergiella,k71_111946,4329,4.7,S3
k71_112521_5243,CE4,NA,NA,Rosenbergiella,k71_112521,5243,2.5,S3
k71_112585_5468,GH13_29,NA,NA,Rosenbergiella,k71_112585,5468,3.8,S3
k71_115277_11656,GH36,NA,NA,Rosenbergiella,k71_115277,11656,5,S3
k71_115363_11872,GH76,NA,NA,Rosenbergiella,k71_115363,11872,6.2,S3
k71_11553_33291,CE11,NA,NA,Rosenbergiella,k71_11553,33291,1.8,S3
k71_116442_14397,GT51,NA,NA,Rosenbergiella,k71_116442,14397,5.9,S3
k71_117781_17830,GH65,NA,NA,Rosenbergiella,k71_117781,17830,4.4,S3
k71_119006_20074,GH73,NA,NA,Rosenbergiella,k71_119006,20074,2.7,S3
k71_119082_20217,GH1,NA,"beta-glucan, beta-glucan, xylan",Rosenbergiella,k71_119082,20217,5.3,S3
k71_11923_34162,GT26,NA,NA,Rosenbergiella,k71_11923,34162,3.3,S3
k71_11960_34252,GH13_3,NA,NA,Rosenbergiella,k71_11960,34252,2.3,S3
k71_120330_24359,GH23,NA,NA,Rosenbergiella,k71_120330,24359,4.5,S3
k71_120464_24754,GH64,NA,NA,Rosenbergiella,k71_120464,24754,2.6,S3
k71_120863_25479,CBM50,NA,NA,Rosenbergiella,k71_120863,25479,3.1,S3
k71_121771_27704,CBM1,NA,NA,Rosenbergiella,k71_121771,27704,3.9,S3
k71_122398_29261,GH32,NA,NA,Rosenbergiella,k71_122398,29261,3,S3
k71_122719_30255,GH1,NA,NA,Rosenbergiella,k71_122719,30255,4.1,S3
k71_123227_31169,GT80,NA,NA,Rosenbergiella,k71_123227,31169,6.1,S3
k71_123227_31170,GH3,NA,NA,Rosenbergiella,k71_123227,31170,4.6,S3
k71_123329_31513,GT83,NA,NA,Rosenbergiella,k71_123329,31513,5.7,S3
k71_123595_31861,GH15,NA,NA,Rosenbergiella,k71_123595,31861,7.4,S3
k71_12375_34735,GH3,NA,chitin,Rosenbergiella,k71_12375,34735,4.5,S3
k71_124771_33934,GT3,NA,NA,Rosenbergiella,k71_124771,33934,6.5,S3
k71_126838_1914,CBM1,GH45_1,NA,Rosenbergiella,k71_126838,1914,2.8,S3
k71_127146_2381,GT2,GT4,NA,Rosenbergiella,k71_127146,2381,3.3,S3
k71_127146_2382,CBM43,GH17,NA,Rosenbergiella,k71_127146,2382,3.6,S3
k71_127490_2643,GT120,NA,NA,Rosenbergiella,k71_127490,2643,1.9,S3
k71_12766_35326,GT1,NA,NA,Serratia,k71_12766,35326,3.8,S3
k71_127764_3060,GH31_1,NA,NA,Rosenbergiella,k71_127764,3060,3.6,S3
k71_129214_7835,GH24,NA,peptidoglycan,Tatumella,k71_129214,7835,2.3,S3
k71_12926_35605,PL4_2,NA,NA,Rosenbergiella,k71_12926,35605,7.1,S3
k71_130275_11258,GT4,NA,NA,Rosenbergiella,k71_130275,11258,2.5,S3
k71_130528_11840,GT35,NA,NA,Rosenbergiella,k71_130528,11840,3.5,S3
k71_131276_14333,GH132,NA,NA,Rosenbergiella,k71_131276,14333,2.7,S3
k71_131407_14670,GT35,NA,NA,Rosenbergiella,k71_131407,14670,2.2,S3
k71_131757_15469,CBM50,NA,NA,Rosenbergiella,k71_131757,15469,4.5,S3
k71_132409_18037,GH1,NA,NA,Rosenbergiella,k71_132409,18037,5.6,S3
k71_132488_18118,GH2,NA,NA,Rosenbergiella,k71_132488,18118,3,S3
k71_132843_19106,GH13,NA,NA,Rosenbergiella,k71_132843,19106,6.1,S3
k71_133419_20982,CE4,NA,NA,Rosenbergiella,k71_133419,20982,4.8,S3
k71_133816_21994,GT83,NA,NA,Rosenbergiella,k71_133816,21994,4.4,S3
k71_133816_21995,GT2,NA,NA,Rosenbergiella,k71_133816,21995,3.8,S3
k71_134078_22503,GT26,NA,NA,Rosenbergiella,k71_134078,22503,4.3,S3
k71_135363_26611,GH13_40,NA,NA,Rosenbergiella,k71_135363,26611,4.4,S3
k71_13637_36239,PL0,NA,NA,Rosenbergiella,k71_13637,36239,7.3,S3
k71_136545_29479,GH84,NA,NA,Rosenbergiella,k71_136545,29479,3.2,S3
k71_136861_30650,GH78,NA,NA,Tatumella,k71_136861,30650,3.5,S3
k71_13718_36261,GH0,NA,NA,Rosenbergiella,k71_13718,36261,3.4,S3
k71_138325_33969,GT2,NA,NA,Rosenbergiella,k71_138325,33969,6.5,S3
k71_138871_34719,GT83,NA,NA,Rosenbergiella,k71_138871,34719,3.7,S3
k71_139748_35681,GH4,NA,NA,Rosenbergiella,k71_139748,35681,4.2,S3
k71_140778_36368,CBM2,NA,NA,Rosenbergiella,k71_140778,36368,2.1,S3
k71_140812_36381,CBM50,NA,NA,Rosenbergiella,k71_140812,36381,2.2,S3
k71_140825_36392,GT2,NA,NA,Rosenbergiella,k71_140825,36392,4.8,S3
k71_142536_2320,GT8,NA,NA,Rosenbergiella,k71_142536,2320,5,S3
k71_143192_3121,GT4,NA,NA,Rosenbergiella,k71_143192,3121,4.9,S3
k71_144239_5390,GT4,NA,NA,Rosenbergiella,k71_144239,5390,5.1,S3
k71_144430_5840,GT2,NA,NA,Rosenbergiella,k71_144430,5840,2.1,S3
k71_144469_6022,GH27,NA,NA,Rosenbergiella,k71_144469,6022,3.5,S3
k71_144955_7253,GT2,NA,NA,Rosenbergiella,k71_144955,7253,7.9,S3
k71_145548_8279,AA1,NA,NA,Rosenbergiella,k71_145548,8279,4.2,S3
k71_145840_9036,CE4,NA,exo-polysaccharide,Tatumella,k71_145840,9036,4.1,S3
k71_145840_9036,CE4,NA,peptidoglycan,Tatumella,k71_145840,9036,4.1,S3
k71_145876_9094,CE8,NA,NA,Tatumella,k71_145876,9094,3.2,S3
k71_14609_36673,GH23,NA,NA,Tatumella,k71_14609,36673,3.8,S3
k71_146815_11711,GT22,NA,NA,Rosenbergiella,k71_146815,11711,5.1,S3
k71_146874_11769,GH152,NA,NA,Rosenbergiella,k71_146874,11769,3.4,S3
k71_147658_13701,GH7,NA,NA,Rosenbergiella,k71_147658,13701,4.9,S3
k71_147917_14271,GT2,NA,NA,Rosenbergiella,k71_147917,14271,5.7,S3
k71_148194_15190,GH13_11,NA,NA,Rahnella,k71_148194,15190,2.8,S3
k71_149138_18291,GT121,NA,NA,Rosenbergiella,k71_149138,18291,2.8,S3
k71_150681_22743,PL1_8,NA,pectin,Rosenbergiella,k71_150681,22743,2.4,S3
k71_150681_22744,GH12,NA,NA,Rosenbergiella,k71_150681,22744,1.9,S3
k71_151095_23574,GT1,NA,NA,Rosenbergiella,k71_151095,23574,2.5,S3
k71_151227_23991,GT4,NA,NA,Rosenbergiella,k71_151227,23991,2.1,S3
k71_151827_25293,GH73,NA,NA,Rosenbergiella,k71_151827,25293,2,S3
k71_152402_26572,GT22,NA,NA,Rosenbergiella,k71_152402,26572,4.5,S3
k71_152531_26737,GT119,NA,NA,Rosenbergiella,k71_152531,26737,2.6,S3
k71_153051_27721,GT2,NA,NA,Rosenbergiella,k71_153051,27721,6.6,S3
k71_153281_28019,GT28,NA,NA,Rosenbergiella,k71_153281,28019,5.2,S3
k71_153395_28538,CBM48,GH13_11,NA,Rosenbergiella,k71_153395,28538,5.3,S3
k71_15346_36935,CBM43,GH17,NA,Rosenbergiella,k71_15346,36935,2.5,S3
k71_15423_36952,AA3_2,NA,NA,Rosenbergiella,k71_15423,36952,3.5,S3
k71_154366_30946,GH5_22,NA,NA,Rosenbergiella,k71_154366,30946,5.1,S3
k71_154508_31119,PL1_6,NA,pectin,Rosenbergiella,k71_154508,31119,4.3,S3
k71_156004_34451,GT2,NA,NA,Rosenbergiella,k71_156004,34451,1.5,S3
k71_157168_76,GT4,NA,NA,Rosenbergiella,k71_157168,76,2.5,S3
k71_15763_74,GT0,NA,NA,Rosenbergiella,k71_15763,74,2.4,S3
k71_157631_867,PL9_3,NA,NA,Rosenbergiella,k71_157631,867,6.4,S3
k71_157631_868,GT64,NA,NA,Rosenbergiella,k71_157631,868,6.3,S3
k71_157631_869,GT4,NA,NA,Rosenbergiella,k71_157631,869,3.3,S3
k71_158995_3564,GH20,NA,NA,Pantoea,k71_158995,3564,2.3,S3
k71_160151_6127,GT32,NA,NA,Rosenbergiella,k71_160151,6127,5.2,S3
k71_16045_517,GT1,NA,NA,Rosenbergiella,k71_16045,517,4.2,S3
k71_160716_7478,GT2,NA,NA,Rosenbergiella,k71_160716,7478,3.3,S3
k71_16082_538,GH36,NA,NA,Rosenbergiella,k71_16082,538,2.5,S3
k71_161730_9285,AA1_3,NA,NA,Rosenbergiella,k71_161730,9285,4.7,S3
k71_162495_10680,GT4,NA,NA,Rosenbergiella,k71_162495,10680,3.3,S3
k71_162495_10681,GT8,NA,NA,Rosenbergiella,k71_162495,10681,5.9,S3
k71_163349_12479,GH38,NA,NA,Rosenbergiella,k71_163349,12479,4.1,S3
k71_164217_13841,GT35,NA,NA,Rosenbergiella,k71_164217,13841,5.3,S3
k71_164943_15038,CE8,NA,NA,Rosenbergiella,k71_164943,15038,4.2,S3
k71_165198_15278,GT22,NA,NA,Rosenbergiella,k71_165198,15278,5.3,S3
k71_166496_17934,GH13_30,NA,NA,Rosenbergiella,k71_166496,17934,1.8,S3
k71_166496_17935,GT19,NA,NA,Rosenbergiella,k71_166496,17935,7.5,S3
k71_166780_18412,CE1,NA,NA,Rosenbergiella,k71_166780,18412,5.9,S3
k71_166947_18743,GT50,NA,NA,Rosenbergiella,k71_166947,18743,2.2,S3
k71_16746_2871,GH0,NA,NA,Cedecea,k71_16746,2871,5.3,S3
k71_167555_20029,GT4,NA,NA,Enterobacterales,k71_167555,20029,3.3,S3
k71_167729_20447,GH13_31,NA,NA,Rosenbergiella,k71_167729,20447,3.5,S3
k71_16815_3003,CE4,NA,peptidoglycan,Rosenbergiella,k71_16815,3003,5.2,S3
k71_168812_22879,CBM35,GH43_24,NA,Rosenbergiella,k71_168812,22879,4.4,S3
k71_169274_23630,GH85,NA,NA,Rosenbergiella,k71_169274,23630,4.3,S3
k71_169912_25484,GT107,NA,NA,Rosenbergiella,k71_169912,25484,6.3,S3
k71_171043_27501,GT121,NA,NA,Rosenbergiella,k71_171043,27501,5.7,S3
k71_171507_28088,GH186,NA,NA,Rosenbergiella,k71_171507,28088,5,S3
k71_171587_28177,GH63,NA,NA,Rosenbergiella,k71_171587,28177,3.4,S3
k71_171814_28819,GT2,NA,NA,Rosenbergiella,k71_171814,28819,3.3,S3
k71_172078_29917,GH76,NA,NA,Rosenbergiella,k71_172078,29917,2.3,S3
k71_172142_30050,GH24,NA,NA,Rosenbergiella,k71_172142,30050,2,S3
k71_172351_30369,AA1,NA,NA,Rosenbergiella,k71_172351,30369,3.2,S3
k71_173283_1231,GT51,NA,NA,Rosenbergiella,k71_173283,1231,5.6,S3
k71_173686_2049,GT32,NA,NA,Rosenbergiella,k71_173686,2049,4.7,S3
k71_173873_2338,CE9,NA,NA,Rosenbergiella,k71_173873,2338,4.1,S3
k71_173985_2710,GH92,NA,NA,Rosenbergiella,k71_173985,2710,5.8,S3
k71_175530_5744,GT51,NA,NA,Rosenbergiella,k71_175530,5744,2.7,S3
k71_176153_6812,CE1,NA,NA,Rosenbergiella,k71_176153,6812,2.5,S3
k71_17670_5611,GT4,NA,NA,Rosenbergiella,k71_17670,5611,4.6,S3
k71_17772_5900,GT1,NA,NA,Rosenbergiella,k71_17772,5900,2.3,S3
k71_179346_14459,GH6,NA,NA,Rosenbergiella,k71_179346,14459,4.6,S3
k71_181524_19852,GH3,NA,NA,Rosenbergiella,k71_181524,19852,2.3,S3
k71_181641_20289,GH25,NA,NA,Rosenbergiella,k71_181641,20289,4.3,S3
k71_181661_20356,CE4,NA,NA,Rosenbergiella,k71_181661,20356,4.4,S3
k71_181704_20972,PL4_2,NA,NA,Rosenbergiella,k71_181704,20972,3.4,S3
k71_183067_23244,GH28,NA,NA,Rosenbergiella,k71_183067,23244,4.3,S3
k71_18351_8137,PL1_6,NA,pectin,Rosenbergiella,k71_18351,8137,4.2,S3
k71_184797_25943,AA1,NA,NA,Rosenbergiella,k71_184797,25943,4.6,S3
k71_185487_28294,GH176,NA,NA,Rosenbergiella,k71_185487,28294,3.7,S3
k71_186299_29268,GT0,GT4,NA,Rosenbergiella,k71_186299,29268,3,S3
k71_186421_29438,GT0,NA,NA,Rosenbergiella,k71_186421,29438,4.5,S3
k71_1869_6539,GT2,NA,NA,Rosenbergiella,k71_1869,6539,5.7,S3
k71_187395_31199,AA3_3,NA,NA,Rosenbergiella,k71_187395,31199,2.1,S3
k71_188425_32563,GH31_4,NA,NA,Rosenbergiella,k71_188425,32563,3.1,S3
k71_188707_807,GH34,NA,NA,Rosenbergiella,k71_188707,807,1.9,S3
k71_188978_1604,GH18,NA,NA,Rosenbergiella,k71_188978,1604,6.3,S3
k71_190446_4519,GH113,NA,NA,Rosenbergiella,k71_190446,4519,5.4,S3
k71_190728_4939,GT49,NA,NA,Rosenbergiella,k71_190728,4939,3.9,S3
k71_191607_5801,GH3,NA,NA,Tatumella,k71_191607,5801,3.2,S3
k71_191628_5818,AA3_2,NA,NA,Rosenbergiella,k71_191628,5818,3.1,S3
k71_192762_8296,GH65,NA,NA,Rosenbergiella,k71_192762,8296,3.1,S3
k71_19316_10172,GH16_3,NA,NA,Tatumella,k71_19316,10172,4,S3
k71_193447_10021,GH0,NA,NA,Tatumella,k71_193447,10021,3.9,S3
k71_193927_11223,GT2,NA,NA,Rosenbergiella,k71_193927,11223,3.2,S3
k71_194788_13506,GT41,NA,NA,Rosenbergiella,k71_194788,13506,5.2,S3
k71_197049_19035,GH3,NA,NA,Rosenbergiella,k71_197049,19035,3.9,S3
k71_197225_19696,CBM13,NA,NA,Erwinia,k71_197225,19696,2.3,S3
k71_197566_20843,GT8,NA,NA,Rosenbergiella,k71_197566,20843,3.2,S3
k71_199299_25789,GH1,NA,NA,Rosenbergiella,k71_199299,25789,2.9,S3
k71_199831_27094,GT2,NA,NA,Rosenbergiella,k71_199831,27094,5.2,S3
k71_199857_27133,GT2,NA,NA,Rosenbergiella,k71_199857,27133,3.7,S3
k71_200113_27465,GT83,NA,NA,Rosenbergiella,k71_200113,27465,5.9,S3
k71_20081_11658,GH89,NA,NA,Rosenbergiella,k71_20081,11658,5,S3
k71_201105_30357,GT4,NA,NA,Rosenbergiella,k71_201105,30357,3.8,S3
k71_202078_32981,GT8,NA,NA,Tatumella,k71_202078,32981,3.7,S3
k71_202270_33399,GH5_7,NA,NA,Rosenbergiella,k71_202270,33399,5.1,S3
k71_202363_33540,GH10,NA,NA,Rosenbergiella,k71_202363,33540,4.3,S3
k71_202796_34491,GT4,NA,NA,Rosenbergiella,k71_202796,34491,2.9,S3
k71_202816_34515,GH73,NA,NA,Rosenbergiella,k71_202816,34515,5.1,S3
k71_202939_34762,GT9,NA,NA,Rosenbergiella,k71_202939,34762,2.6,S3
k71_203983_35959,GT15,NA,NA,Rosenbergiella,k71_203983,35959,3.8,S3
k71_204092_36086,GT1,NA,NA,Rosenbergiella,k71_204092,36086,3.3,S3
k71_204632_743,GT2,NA,NA,Escherichia,k71_204632,743,4.2,S3
k71_204723_892,GT31,NA,NA,Rosenbergiella,k71_204723,892,6.4,S3
k71_205027_1810,GT58,NA,NA,Rosenbergiella,k71_205027,1810,2.5,S3
k71_206476_4454,GH3,NA,NA,Rosenbergiella,k71_206476,4454,3.1,S3
k71_206896_5165,GT4,NA,NA,Rosenbergiella,k71_206896,5165,5.8,S3
k71_207956_6774,GH3,NA,NA,Rosenbergiella,k71_207956,6774,2.8,S3
k71_208180_7127,CBM1,NA,NA,Rosenbergiella,k71_208180,7127,6.4,S3
k71_208686_8271,PL4_2,NA,NA,Rosenbergiella,k71_208686,8271,4.5,S3
k71_208928_8938,GT2,NA,NA,Rosenbergiella,k71_208928,8938,5.3,S3
k71_210661_11706,GT4,NA,NA,Rosenbergiella,k71_210661,11706,2.5,S3
k71_211177_12817,GT57,NA,NA,Rosenbergiella,k71_211177,12817,6.1,S3
k71_211903_14249,GH109,NA,NA,Rosenbergiella,k71_211903,14249,3.5,S3
k71_212045_14557,GH186,NA,NA,Rosenbergiella,k71_212045,14557,4.7,S3
k71_212299_14823,GT120,NA,NA,Enterobacterales,k71_212299,14823,2.8,S3
k71_212299_14824,GT56,NA,NA,Enterobacterales,k71_212299,14824,1.7,S3
k71_213825_17324,CE4,NA,NA,Rosenbergiella,k71_213825,17324,3.2,S3
k71_215803_19287,GT2,NA,NA,Serratia,k71_215803,19287,2.9,S3
k71_216101_19724,GT2,NA,NA,Rosenbergiella,k71_216101,19724,4.2,S3
k71_216457_20210,CE4,NA,NA,Rosenbergiella,k71_216457,20210,5.3,S3
k71_216698_20436,GT121,NA,NA,Rosenbergiella,k71_216698,20436,6,S3
k71_216929_20916,GH23,NA,NA,Rosenbergiella,k71_216929,20916,3.5,S3
k71_217523_21681,GH43_24,NA,NA,Rosenbergiella,k71_217523,21681,3.6,S3
k71_218717_23438,GT1,NA,NA,Rosenbergiella,k71_218717,23438,4.1,S3
k71_21897_14749,PL4_2,NA,NA,Rosenbergiella,k71_21897,14749,5.8,S3
k71_21909_14751,GT8,NA,NA,Rosenbergiella,k71_21909,14751,2.4,S3
k71_220557_1073,GH78,NA,NA,Rosenbergiella,k71_220557,1073,5.3,S3
k71_220654_1519,GH74,NA,NA,Rosenbergiella,k71_220654,1519,3.2,S3
k71_22155_15047,GT32,NA,NA,Rosenbergiella,k71_22155,15047,2,S3
k71_221742_3343,GT1,NA,NA,Rosenbergiella,k71_221742,3343,2.8,S3
k71_223021_6643,GH13_31,NA,NA,Rosenbergiella,k71_223021,6643,1.9,S3
k71_225493_12921,GH18,NA,NA,Rosenbergiella,k71_225493,12921,2.5,S3
k71_225578_13469,GH28,NA,NA,Rosenbergiella,k71_225578,13469,3.3,S3
k71_228075_19066,GT4,NA,NA,Rosenbergiella,k71_228075,19066,4.8,S3
k71_228975_22387,GT4,NA,NA,Rosenbergiella,k71_228975,22387,4.6,S3
k71_2293_7537,CBM50,NA,"chitin, peptidoglycan",Rosenbergiella,k71_2293,7537,3.2,S3
k71_2293_7537,CBM50,NA,"chitin, peptidoglycan",Rosenbergiella,k71_2293,7537,3.2,S3
k71_23025_16436,GH3,NA,NA,Rosenbergiella,k71_23025,16436,2.9,S3
k71_230992_26277,GH23,NA,NA,Rosenbergiella,k71_230992,26277,5,S3
k71_231314_27238,GH3,NA,NA,Rosenbergiella,k71_231314,27238,4.8,S3
k71_232395_28781,CBM50,NA,"chitin, peptidoglycan",Rosenbergiella,k71_232395,28781,1.9,S3
k71_232395_28781,CBM50,NA,"chitin, peptidoglycan",Rosenbergiella,k71_232395,28781,1.9,S3
k71_232639_29542,CBM13,GT27,NA,Rosenbergiella,k71_232639,29542,5.3,S3
k71_232650_29609,GH13_11,NA,NA,Rosenbergiella,k71_232650,29609,5.6,S3
k71_232837_30493,GH5_9,NA,NA,Rosenbergiella,k71_232837,30493,7.3,S3
k71_232891_30670,CE5,NA,NA,Rosenbergiella,k71_232891,30670,4.4,S3
k71_235155_34723,GH3,NA,NA,Rosenbergiella,k71_235155,34723,1.4,S3
k71_236228_1358,GH3,NA,NA,Rosenbergiella,k71_236228,1358,4.2,S3
k71_237516_3607,GH1,NA,NA,Tatumella,k71_237516,3607,3,S3
k71_237719_3989,GT76,NA,NA,Rosenbergiella,k71_237719,3989,3.2,S3
k71_238412_5508,GT4,NA,NA,Rosenbergiella,k71_238412,5508,1.9,S3
k71_238734_6895,GT60,NA,NA,Rosenbergiella,k71_238734,6895,3.5,S3
k71_239893_9771,GT4,NA,NA,Rosenbergiella,k71_239893,9771,3,S3
k71_239916_9905,GH23,NA,NA,Rosenbergiella,k71_239916,9905,2.2,S3
k71_239946_10000,CE16,NA,NA,Rosenbergiella,k71_239946,10000,4.9,S3
k71_240216_10751,AA3_2,NA,NA,Rosenbergiella,k71_240216,10751,3.7,S3
k71_240475_11784,GT35,NA,NA,Enterobacterales,k71_240475,11784,2.7,S3
k71_240557_11884,GT28,NA,NA,Rosenbergiella,k71_240557,11884,3.7,S3
k71_240981_12773,GT26,NA,NA,Rosenbergiella,k71_240981,12773,8.1,S3
k71_240981_12774,GT120,NA,NA,Rosenbergiella,k71_240981,12774,5.4,S3
k71_242697_18891,GT119,NA,NA,Rosenbergiella,k71_242697,18891,4.2,S3
k71_242929_19561,CE14,NA,NA,Rosenbergiella,k71_242929,19561,4.1,S3
k71_24340_18618,GH3,NA,NA,Rosenbergiella,k71_24340,18618,4.7,S3
k71_243516_22047,GT2,NA,NA,Rosenbergiella,k71_243516,22047,2.8,S3
k71_243516_22048,CBM50,NA,NA,Rosenbergiella,k71_243516,22048,4.3,S3
k71_243529_22081,GT2,NA,NA,Rosenbergiella,k71_243529,22081,5.9,S3
k71_24410_18760,CBM31,NA,NA,Rosenbergiella,k71_24410,18760,3.3,S3
k71_245530_30295,GH78,NA,NA,Rosenbergiella,k71_245530,30295,3.6,S3
k71_245863_31253,GT119,NA,NA,Rosenbergiella,k71_245863,31253,1.9,S3
k71_245863_31254,GT119,NA,NA,Rosenbergiella,k71_245863,31254,1.8,S3
k71_247993_35756,AA1,NA,NA,Rosenbergiella,k71_247993,35756,3.4,S3
k71_248328_36088,CBM48,GH13_8,NA,Rosenbergiella,k71_248328,36088,3.1,S3
